,"[1, 2]","       [1, 6]","       [1, 5]","       [1, 4]","       [1, 8]","       [2, 3]","       [2, 6]","       [2, 5]","       [2, 4]","       [2, 7],","       [2, 9],","       [3, 6],","       [3, 5],","       [3, 4],","       [3, 8],","       [5, 6]","       [6, 7]","       [6, 8]","       [6, 9]","       [4, 5],","       [5, 7]","       [5, 8]","       [5, 9]","       [4, 7],","       [4, 8]","       [4, 9]","       [7, 8]","       [8, 9]",constr2,obj1,obj2,constr1,constr3,design_bitstring,design_radii
30,0.0004,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0002,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0,0.0,0.0003,0.0,0.0003,0.0003,0.0004,0.0,200000000000.0,0.082159524,0.42826451,1.39e-16,1,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0]","[0.0004, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0003, 0.0003, 0.0003, 0.0004, 0.0004, 0.0, 0.0, 0.0003, 0.0, 0.0003, 0.0003, 0.0004, 0.0]"
31,0.0,0.0,0.0,0.0002,0.0,0.0003,0.0,0.0004,0.0,0.0002,0.0,0.0003,0.0,0.0004,0.0002,0.0,0.0,0.0002,0.0004,0.0,0.0003,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,4000000000.0,0.130056771,0.48167193,1.39e-16,1,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[0.0, 0.0, 0.0, 0.0002, 0.0, 0.0003, 0.0, 0.0004, 0.0, 0.0002, 0.0, 0.0003, 0.0, 0.0004, 0.0002, 0.0, 0.0, 0.0002, 0.0004, 0.0, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0004]"
32,0.0,0.0002,0.0004,0.0,0.0004,0.0002,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0002,0.0003,0.0,0.0004,0.0002,0.0004,0.0003,0.0003,0.0,0.0,0.0002,0.0,0.0002,69000000000.0,0.483889722,0.741590935,1.39e-16,1,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]","[0.0, 0.0002, 0.0004, 0.0, 0.0004, 0.0002, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0002, 0.0003, 0.0, 0.0004, 0.0002, 0.0004, 0.0003, 0.0003, 0.0, 0.0, 0.0002, 0.0, 0.0002]"
33,0.0,0.0,0.0,0.0,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0002,0.0004,0.0003,0.0,0.0004,0.0002,0.0,0.0004,0.0002,0.0004,0.0004,0.0004,0.0,0.0002,200000000000.0,0.20004968,0.524477164,1.39e-16,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0002, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0002, 0.0004, 0.0003, 0.0, 0.0004, 0.0002, 0.0, 0.0004, 0.0002, 0.0004, 0.0004, 0.0004, 0.0, 0.0002]"
34,0.0002,0.0,0.0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0004,0.0,0.0004,0.0004,0.0,0.0002,0.0004,0.0,0.0,0.0,0.0002,0.0003,0.0,0.0003,0.0,0.0,0.0,0.0003,0.0002,800000000.0,0.245098518,0.501253386,1.39e-16,1,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1]","[0.0002, 0.0, 0.0, 0.0002, 0.0002, 0.0002, 0.0002, 0.0002, 0.0003, 0.0004, 0.0, 0.0004, 0.0004, 0.0, 0.0002, 0.0004, 0.0, 0.0, 0.0, 0.0002, 0.0003, 0.0, 0.0003, 0.0, 0.0, 0.0, 0.0003, 0.0002]"
35,0.0004,0.0004,0.0,0.0,0.0,0.0004,0.0004,0.0004,0.0003,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,0.0004,0.0004,0.0003,0.0002,0.0004,0.0,0.0002,0.0,0.0004,0.0003,0.0002,800000000.0,0.369776078,0.625214234,1.39e-16,1,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1]","[0.0004, 0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0004, 0.0004, 0.0003, 0.0, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0004, 0.0004, 0.0003, 0.0002, 0.0004, 0.0, 0.0002, 0.0, 0.0004, 0.0003, 0.0002]"
36,0.0003,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0002,0.0,0.0004,0.0,0.0002,0.0002,0.0004,0.0002,0.0,0.0002,0.0,0.0003,0.0004,0.0002,0.0,0.0004,0.0002,0.0004,0.0003,0.0004,0.0,117000000000.0,0.18190375,0.784749622,1.39e-16,1,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]","[0.0003, 0.0, 0.0003, 0.0003, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0004, 0.0, 0.0002, 0.0002, 0.0004, 0.0002, 0.0, 0.0002, 0.0, 0.0003, 0.0004, 0.0002, 0.0, 0.0004, 0.0002, 0.0004, 0.0003, 0.0004, 0.0]"
37,0.0,0.0002,0.0003,0.0002,0.0003,0.0002,0.0,0.0,0.0,0.0003,0.0,0.0002,0.0002,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0002,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0002,117000000000.0,0.233995904,0.606192231,1.39e-16,1,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1]","[0.0, 0.0002, 0.0003, 0.0002, 0.0003, 0.0002, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0002, 0.0002, 0.0003, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0003, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002]"
38,0.0,0.0,0.0,0.0003,0.0003,0.0002,0.0,0.0004,0.0,0.0,0.0003,0.0003,0.0004,0.0,0.0003,0.0003,0.0,0.0004,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,4000000000.0,0.140567876,0.424303434,1.39e-16,1,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0003, 0.0003, 0.0002, 0.0, 0.0004, 0.0, 0.0, 0.0003, 0.0003, 0.0004, 0.0, 0.0003, 0.0003, 0.0, 0.0004, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004]"
39,0.0,0.0,0.0004,0.0004,0.0004,0.0002,0.0003,0.0,0.0,0.0,0.0003,0.0003,0.0,0.0002,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0004,0.0004,0.0,0.0,0.0002,69000000000.0,0.357130617,0.524754015,1.39e-16,1,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]","[0.0, 0.0, 0.0004, 0.0004, 0.0004, 0.0002, 0.0003, 0.0, 0.0, 0.0, 0.0003, 0.0003, 0.0, 0.0002, 0.0003, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0004, 0.0004, 0.0, 0.0, 0.0002]"
40,0.0003,0.0,0.0002,0.0,0.0003,0.0,0.0002,0.0,0.0002,0.0,0.0003,0.0,0.0003,0.0003,0.0002,0.0,0.0002,0.0004,0.0003,0.0002,0.0,0.0003,0.0003,0.0,0.0003,0.0003,0.0003,0.0,800000000.0,0.172598061,0.609266609,1.39e-16,1,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]","[0.0003, 0.0, 0.0002, 0.0, 0.0003, 0.0, 0.0002, 0.0, 0.0002, 0.0, 0.0003, 0.0, 0.0003, 0.0003, 0.0002, 0.0, 0.0002, 0.0004, 0.0003, 0.0002, 0.0, 0.0003, 0.0003, 0.0, 0.0003, 0.0003, 0.0003, 0.0]"
41,0.0002,0.0,0.0002,0.0002,0.0,0.0003,0.0002,0.0003,0.0004,0.0004,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0003,0.0004,0.0004,0.0004,0.0,0.0,0.0003,0.0,0.0004,0.0004,0.0003,0.0003,69000000000.0,0.235366984,0.784519693,1.39e-16,1,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0.0002, 0.0, 0.0002, 0.0002, 0.0, 0.0003, 0.0002, 0.0003, 0.0004, 0.0004, 0.0004, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0004, 0.0004, 0.0004, 0.0, 0.0, 0.0003, 0.0, 0.0004, 0.0004, 0.0003, 0.0003]"
42,0.0003,0.0003,0.0,0.0,0.0003,0.0,0.0,0.0002,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0003,0.0003,0.0,0.0002,0.0,0.0002,0.0002,0.0,0.0004,0.0002,0.0,69000000000.0,0.362267683,0.545318242,1.39e-16,1,"[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0]","[0.0003, 0.0003, 0.0, 0.0, 0.0003, 0.0, 0.0, 0.0002, 0.0003, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0003, 0.0003, 0.0, 0.0002, 0.0, 0.0002, 0.0002, 0.0, 0.0004, 0.0002, 0.0]"
43,0.0003,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0004,0.0,0.0,0.0,0.0003,0.0,0.0002,0.0003,0.0,0.0002,0.0,0.0,0.0,0.0002,0.0003,0.0,0.0004,0.0002,0.0,0.0002,0.0,69000000000.0,0.292184873,0.4447311,1.39e-16,1,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0]","[0.0003, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0003, 0.0004, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0002, 0.0003, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0002, 0.0003, 0.0, 0.0004, 0.0002, 0.0, 0.0002, 0.0]"
44,0.0,0.0002,0.0,0.0004,0.0004,0.0002,0.0003,0.0,0.0004,0.0,0.0,0.0003,0.0004,0.0003,0.0002,0.0003,0.0,0.0,0.0003,0.0,0.0004,0.0,0.0003,0.0004,0.0,0.0004,0.0,0.0004,69000000000.0,0.17923729,0.78662075,1.39e-16,1,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]","[0.0, 0.0002, 0.0, 0.0004, 0.0004, 0.0002, 0.0003, 0.0, 0.0004, 0.0, 0.0, 0.0003, 0.0004, 0.0003, 0.0002, 0.0003, 0.0, 0.0, 0.0003, 0.0, 0.0004, 0.0, 0.0003, 0.0004, 0.0, 0.0004, 0.0, 0.0004]"
45,0.0003,0.0,0.0003,0.0004,0.0,0.0002,0.0003,0.0,0.0,0.0,0.0004,0.0004,0.0003,0.0,0.0002,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0,0.0004,0.0,0.0002,0.0002,800000000.0,0.271072662,0.511564633,1.39e-16,1,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]","[0.0003, 0.0, 0.0003, 0.0004, 0.0, 0.0002, 0.0003, 0.0, 0.0, 0.0, 0.0004, 0.0004, 0.0003, 0.0, 0.0002, 0.0002, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0003, 0.0, 0.0004, 0.0, 0.0002, 0.0002]"
46,0.0,0.0003,0.0003,0.0002,0.0,0.0003,0.0,0.0003,0.0004,0.0004,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0004,0.0003,0.0003,0.0,0.0,0.0,0.0004,0.0,0.0003,200000000000.0,0.20959273,0.693976495,1.39e-16,1,"[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]","[0.0, 0.0003, 0.0003, 0.0002, 0.0, 0.0003, 0.0, 0.0003, 0.0004, 0.0004, 0.0002, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0002, 0.0004, 0.0003, 0.0003, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0003]"
47,0.0,0.0004,0.0,0.0002,0.0004,0.0002,0.0003,0.0002,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0002,0.0004,0.0003,0.0,0.0,0.0,0.0,0.0003,69000000000.0,0.216685747,0.598593061,1.39e-16,1,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[0.0, 0.0004, 0.0, 0.0002, 0.0004, 0.0002, 0.0003, 0.0002, 0.0, 0.0, 0.0003, 0.0003, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0004, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0003]"
48,0.0,0.0003,0.0002,0.0004,0.0,0.0004,0.0,0.0,0.0004,0.0003,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0,0.0004,0.0004,0.0,0.0,0.0003,0.0004,0.0,0.0004,4000000000.0,0.167079079,0.528647814,1.39e-16,1,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[0.0, 0.0003, 0.0002, 0.0004, 0.0, 0.0004, 0.0, 0.0, 0.0004, 0.0003, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0004, 0.0, 0.0004, 0.0004, 0.0, 0.0, 0.0003, 0.0004, 0.0, 0.0004]"
49,0.0004,0.0003,0.0003,0.0002,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0002,0.0,0.0002,0.0,0.0004,0.0,0.0,0.0004,0.0,0.0002,0.0002,0.0,0.0,0.0002,0.0,69000000000.0,0.215517721,0.49360266,1.39e-16,1,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[0.0004, 0.0003, 0.0003, 0.0002, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0003, 0.0002, 0.0, 0.0002, 0.0, 0.0004, 0.0, 0.0, 0.0004, 0.0, 0.0002, 0.0002, 0.0, 0.0, 0.0002, 0.0]"
50,0.0003,0.0,0.0003,0.0004,0.0,0.0004,0.0003,0.0002,0.0002,0.0,0.0004,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0004,200000000000.0,0.085745384,0.416679032,1.39e-16,1,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0.0003, 0.0, 0.0003, 0.0004, 0.0, 0.0004, 0.0003, 0.0002, 0.0002, 0.0, 0.0004, 0.0002, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0004]"
51,0.0004,0.0003,0.0003,0.0003,0.0,0.0,0.0002,0.0003,0.0002,0.0004,0.0004,0.0002,0.0002,0.0,0.0004,0.0,0.0003,0.0002,0.0,0.0003,0.0,0.0004,0.0,0.0004,0.0,0.0,0.0003,0.0,69000000000.0,0.315184354,0.625925995,1.39e-16,1,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]","[0.0004, 0.0003, 0.0003, 0.0003, 0.0, 0.0, 0.0002, 0.0003, 0.0002, 0.0004, 0.0004, 0.0002, 0.0002, 0.0, 0.0004, 0.0, 0.0003, 0.0002, 0.0, 0.0003, 0.0, 0.0004, 0.0, 0.0004, 0.0, 0.0, 0.0003, 0.0]"
52,0.0,0.0,0.0004,0.0,0.0,0.0003,0.0004,0.0,0.0,0.0,0.0004,0.0,0.0,0.0003,0.0,0.0002,0.0,0.0,0.0004,0.0,0.0004,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,4000000000.0,0.080833404,0.429837054,1.39e-16,1,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[0.0, 0.0, 0.0004, 0.0, 0.0, 0.0003, 0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0003, 0.0, 0.0002, 0.0, 0.0, 0.0004, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0004]"
53,0.0003,0.0002,0.0,0.0004,0.0003,0.0,0.0002,0.0003,0.0002,0.0,0.0002,0.0004,0.0,0.0,0.0,0.0004,0.0003,0.0,0.0002,0.0,0.0003,0.0002,0.0004,0.0002,0.0002,0.0004,0.0003,0.0,69000000000.0,0.183013404,0.664248296,1.39e-16,1,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[0.0003, 0.0002, 0.0, 0.0004, 0.0003, 0.0, 0.0002, 0.0003, 0.0002, 0.0, 0.0002, 0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0003, 0.0, 0.0002, 0.0, 0.0003, 0.0002, 0.0004, 0.0002, 0.0002, 0.0004, 0.0003, 0.0]"
54,0.0004,0.0,0.0,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0002,0.0003,0.0,0.0,0.0004,0.0,0.0003,0.0,0.0002,0.0004,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0003,0.0002,0.0004,200000000000.0,0.141288705,0.548998154,1.39e-16,1,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0004, 0.0, 0.0, 0.0, 0.0002, 0.0003, 0.0, 0.0, 0.0004, 0.0, 0.0003, 0.0, 0.0002, 0.0004, 0.0, 0.0004, 0.0004, 0.0, 0.0, 0.0, 0.0003, 0.0002, 0.0004]"
55,0.0002,0.0,0.0003,0.0004,0.0,0.0,0.0004,0.0003,0.0002,0.0002,0.0,0.0003,0.0004,0.0,0.0003,0.0,0.0004,0.0,0.0,0.0,0.0003,0.0002,0.0,0.0003,0.0004,0.0,0.0003,0.0,4000000000.0,0.199896138,0.612605525,1.39e-16,1,"[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0]","[0.0002, 0.0, 0.0003, 0.0004, 0.0, 0.0, 0.0004, 0.0003, 0.0002, 0.0002, 0.0, 0.0003, 0.0004, 0.0, 0.0003, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0003, 0.0002, 0.0, 0.0003, 0.0004, 0.0, 0.0003, 0.0]"
56,0.0002,0.0003,0.0,0.0004,0.0004,0.0004,0.0004,0.0,0.0004,0.0004,0.0,0.0003,0.0,0.0004,0.0002,0.0,0.0003,0.0002,0.0,0.0002,0.0,0.0002,0.0,0.0004,0.0003,0.0,0.0002,0.0004,4000000000.0,0.287791019,0.641365944,1.39e-16,1,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1]","[0.0002, 0.0003, 0.0, 0.0004, 0.0004, 0.0004, 0.0004, 0.0, 0.0004, 0.0004, 0.0, 0.0003, 0.0, 0.0004, 0.0002, 0.0, 0.0003, 0.0002, 0.0, 0.0002, 0.0, 0.0002, 0.0, 0.0004, 0.0003, 0.0, 0.0002, 0.0004]"
57,0.0,0.0003,0.0,0.0002,0.0002,0.0003,0.0004,0.0,0.0,0.0004,0.0003,0.0004,0.0002,0.0,0.0,0.0,0.0003,0.0,0.0002,0.0003,0.0003,0.0,0.0,0.0002,0.0003,0.0004,0.0,0.0002,4000000000.0,0.409711775,0.771704211,1.39e-16,1,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1]","[0.0, 0.0003, 0.0, 0.0002, 0.0002, 0.0003, 0.0004, 0.0, 0.0, 0.0004, 0.0003, 0.0004, 0.0002, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0002, 0.0003, 0.0003, 0.0, 0.0, 0.0002, 0.0003, 0.0004, 0.0, 0.0002]"
58,0.0004,0.0004,0.0,0.0002,0.0,0.0002,0.0,0.0003,0.0003,0.0004,0.0003,0.0002,0.0,0.0,0.0,0.0,0.0004,0.0002,0.0,0.0,0.0004,0.0,0.0004,0.0004,0.0002,0.0,0.0003,0.0004,69000000000.0,0.195736225,0.623077212,1.39e-16,1,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]","[0.0004, 0.0004, 0.0, 0.0002, 0.0, 0.0002, 0.0, 0.0003, 0.0003, 0.0004, 0.0003, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0002, 0.0, 0.0, 0.0004, 0.0, 0.0004, 0.0004, 0.0002, 0.0, 0.0003, 0.0004]"
59,0.0002,0.0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0002,0.0,0.0,0.0,0.0004,0.0,0.0003,0.0003,0.0002,0.0003,0.0002,0.0,0.0004,0.0,0.0,0.0004,0.0004,0.0003,0.0003,0.0003,69000000000.0,0.201108876,0.613207044,1.39e-16,1,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]","[0.0002, 0.0, 0.0, 0.0, 0.0003, 0.0003, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0003, 0.0003, 0.0002, 0.0003, 0.0002, 0.0, 0.0004, 0.0, 0.0, 0.0004, 0.0004, 0.0003, 0.0003, 0.0003]"
60,0.0003,0.0,0.0002,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0,0.0004,0.0004,0.0,0.0004,0.0,117000000000.0,0.046582621,0.171051731,1.0,1,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]","[0.0003, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0003, 0.0, 0.0004, 0.0004, 0.0, 0.0004, 0.0]"
61,0.0004,0.0,0.0,0.0003,0.0,0.0003,0.0,0.0004,0.0004,0.0004,0.0003,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0002,0.0,0.0003,0.0002,0.0,0.0,0.0003,0.0003,69000000000.0,0.160864579,0.339958055,1.0,1,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1]","[0.0004, 0.0, 0.0, 0.0003, 0.0, 0.0003, 0.0, 0.0004, 0.0004, 0.0004, 0.0003, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0002, 0.0, 0.0003, 0.0002, 0.0, 0.0, 0.0003, 0.0003]"
62,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0004,0.0002,0.0,0.0003,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0,69000000000.0,0.014986271,0.18388555,1.0,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[0.0003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0004, 0.0002, 0.0, 0.0003, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0003, 0.0]"
63,0.0004,0.0,0.0,0.0004,0.0,0.0003,0.0003,0.0004,0.0004,0.0002,0.0,0.0002,0.0,0.0,0.0,0.0004,0.0004,0.0002,0.0004,0.0,0.0003,0.0,0.0,0.0003,0.0,0.0,0.0004,0.0004,69000000000.0,0.083148098,0.347082635,1.0,1,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1]","[0.0004, 0.0, 0.0, 0.0004, 0.0, 0.0003, 0.0003, 0.0004, 0.0004, 0.0002, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0004, 0.0004, 0.0002, 0.0004, 0.0, 0.0003, 0.0, 0.0, 0.0003, 0.0, 0.0, 0.0004, 0.0004]"
